Source,Target,Type
809219187386306000,1548720000000000000,Directed
809219187386306000,1548680000000000000,Directed
809219187386306000,3310109835,Directed
809219187386306000,1542150000000000000,Directed
809219187386306000,3175088816,Directed
809219187386306000,1299050000000000000,Directed
809219187386306000,890205000000000000,Directed
809219187386306000,520450963,Directed
809219187386306000,1247060000000000000,Directed
809219187386306000,1542190000000000000,Directed
809219187386306000,1539840000000000000,Directed
809219187386306000,1312710000000000000,Directed
809219187386306000,1097198922,Directed
809219187386306000,1537730000000000000,Directed
809219187386306000,925652156,Directed
809219187386306000,978564000000000000,Directed
809219187386306000,1172390000000000000,Directed
809219187386306000,1363140000000000000,Directed
809219187386306000,548209627,Directed
809219187386306000,1390160000000000000,Directed
809219187386306000,795158000000000000,Directed
809219187386306000,1498760000000000000,Directed
809219187386306000,2898582644,Directed
809219187386306000,1526950000000000000,Directed
809219187386306000,1368410000000000000,Directed
809219187386306000,1512320000000000000,Directed
809219187386306000,950255000000000000,Directed
809219187386306000,822439000000000000,Directed
809219187386306000,862593000000000000,Directed
809219187386306000,875707000000000000,Directed
809219187386306000,2271192656,Directed
809219187386306000,1014580000000000000,Directed
809219187386306000,797669000000000000,Directed
809219187386306000,1013620000000000000,Directed
809219187386306000,1500910000000000000,Directed
809219187386306000,1498150000000000000,Directed
809219187386306000,1495770000000000000,Directed
809219187386306000,1492220000000000000,Directed
809219187386306000,1108070000000000000,Directed
809219187386306000,3269767382,Directed
809219187386306000,2741469045,Directed
4118080520,1621390000000000000,Directed
4118080520,1494660000000000000,Directed
4118080520,1616740000000000000,Directed
4118080520,1609940000000000000,Directed
4118080520,1565000000000000000,Directed
4118080520,1468600000000000000,Directed
4118080520,1596380000000000000,Directed
4118080520,1595190000000000000,Directed
4118080520,1599690000000000000,Directed
4118080520,1599090000000000000,Directed
4118080520,1595030000000000000,Directed
4118080520,1244330000000000000,Directed
4118080520,1542470000000000000,Directed
4118080520,1312090000000000000,Directed
4118080520,1566360000000000000,Directed
4118080520,2837537178,Directed
4118080520,1460920000000000000,Directed
4118080520,1580520000000000000,Directed
4118080520,523302259,Directed
4118080520,1577000000000000000,Directed
4118080520,1265480000000000000,Directed
4118080520,1503230000000000000,Directed
4118080520,72014136,Directed
4118080520,1449800000000000000,Directed
4118080520,1284520000000000000,Directed
4118080520,1427630000000000000,Directed
4118080520,1214040000000000000,Directed
4118080520,1148210000000000000,Directed
4118080520,1076460000000000000,Directed
4118080520,864064000000000000,Directed
4118080520,1575668340,Directed
4118080520,711694000000000000,Directed
4118080520,4834002239,Directed
4118080520,4696635319,Directed
4118080520,22598822,Directed
4118080520,4497932534,Directed
4118080520,4273272923,Directed
4118080520,4222088603,Directed
4118080520,3678757334,Directed
4118080520,3991006693,Directed
4118080520,363018479,Directed
1577057036021350000,1600580000000000000,Directed
1577057036021350000,1616140000000000000,Directed
1577057036021350000,1630600000000000000,Directed
1577057036021350000,1609360000000000000,Directed
1577057036021350000,1606640000000000000,Directed
1577057036021350000,1372820000000000000,Directed
1577057036021350000,1390150000000000000,Directed
1612573148272260000,960914000000000000,Directed
1612573148272260000,1622050000000000000,Directed
1612573148272260000,1604210000000000000,Directed
1612573148272260000,1531710000000000000,Directed
1612573148272260000,1612680000000000000,Directed
1612573148272260000,1614190000000000000,Directed
1612573148272260000,1480410000000000000,Directed
1612573148272260000,1446450000000000000,Directed
1612573148272260000,796808000000000000,Directed
1612573148272260000,1612670000000000000,Directed
1612573148272260000,1589490000000000000,Directed
1612573148272260000,1563790000000000000,Directed
1612573148272260000,51207002,Directed
1612573148272260000,1311240000000000000,Directed
1612573148272260000,3293696029,Directed
1612573148272260000,1613110000000000000,Directed
1612573148272260000,1068420000000000000,Directed
1612573148272260000,1324070000000000000,Directed
1612573148272260000,1452290000000000000,Directed
1612573148272260000,177943140,Directed
1612573148272260000,2200980481,Directed
1612573148272260000,237173037,Directed
1612573148272260000,1405840000000000000,Directed
1612573148272260000,48381761,Directed
1612573148272260000,64845075,Directed
1612573148272260000,1086790000000000000,Directed
900061834694205000,1545300000000000000,Directed
900061834694205000,920775000000000000,Directed
900061834694205000,1382890000000000000,Directed
900061834694205000,389752012,Directed
900061834694205000,1466710000000000000,Directed
900061834694205000,1238430000000000000,Directed
900061834694205000,1533110000000000000,Directed
900061834694205000,1597270000000000000,Directed
900061834694205000,1611180000000000000,Directed
900061834694205000,1578380000000000000,Directed
900061834694205000,1630370000000000000,Directed
900061834694205000,1586700000000000000,Directed
900061834694205000,1600560000000000000,Directed
900061834694205000,1547980000000000000,Directed
900061834694205000,1567960000000000000,Directed
900061834694205000,1579200000000000000,Directed
900061834694205000,1550790000000000000,Directed
900061834694205000,1593970000000000000,Directed
900061834694205000,1572520000000000000,Directed
900061834694205000,75742264,Directed
900061834694205000,1451110000000000000,Directed
900061834694205000,1631290000000000000,Directed
900061834694205000,1559460000000000000,Directed
900061834694205000,106876700,Directed
900061834694205000,1451110000000000000,Directed
900061834694205000,1290070000000000000,Directed
900061834694205000,35057448,Directed
900061834694205000,5533382,Directed
900061834694205000,1454870000000000000,Directed
900061834694205000,1422410000000000000,Directed
900061834694205000,499711296,Directed
900061834694205000,499584565,Directed
900061834694205000,1381570000000000000,Directed
900061834694205000,1282250000000000000,Directed
900061834694205000,737291202,Directed
900061834694205000,95693445,Directed
900061834694205000,62170388,Directed
900061834694205000,1330990000000000000,Directed
900061834694205000,62209878,Directed
900061834694205000,1251330000000000000,Directed
900061834694205000,474442010,Directed
900061834694205000,1409900000000000000,Directed
900061834694205000,1598830000000000000,Directed
900061834694205000,18137062,Directed
900061834694205000,85214274,Directed
900061834694205000,1612690000000000000,Directed
900061834694205000,17855102,Directed
900061834694205000,23154125,Directed
900061834694205000,1607200000000000000,Directed
900061834694205000,1519600000000000000,Directed
900061834694205000,864379000000000000,Directed
900061834694205000,1547440000000000000,Directed
900061834694205000,1613890000000000000,Directed
900061834694205000,2364830209,Directed
900061834694205000,177103942,Directed
900061834694205000,761985234,Directed
900061834694205000,851927000000000000,Directed
900061834694205000,1606070000000000000,Directed
900061834694205000,4841204447,Directed
900061834694205000,2243751272,Directed
900061834694205000,1030550000000000000,Directed
900061834694205000,1054890000000000000,Directed
900061834694205000,1558010000000000000,Directed
900061834694205000,1476460000000000000,Directed
900061834694205000,3098138310,Directed
900061834694205000,1598560000000000000,Directed
900061834694205000,1471390000000000000,Directed
900061834694205000,1083400000000000000,Directed
900061834694205000,1095860000000000000,Directed
900061834694205000,1162550000000000000,Directed
900061834694205000,1575310000000000000,Directed
900061834694205000,1435560000000000000,Directed
900061834694205000,1610790000000000000,Directed
900061834694205000,1554450000000000000,Directed
900061834694205000,1069800000000000000,Directed
900061834694205000,3364365459,Directed
900061834694205000,43613908,Directed
900061834694205000,6622772,Directed
900061834694205000,695748000000000000,Directed
900061834694205000,1581270000000000000,Directed
900061834694205000,142564377,Directed
900061834694205000,920392000000000000,Directed
900061834694205000,1600500000000000000,Directed
900061834694205000,1239600000000000000,Directed
900061834694205000,76046877,Directed
900061834694205000,259788954,Directed
900061834694205000,929917000000000000,Directed
900061834694205000,1305510000000000000,Directed
900061834694205000,1474660000000000000,Directed
900061834694205000,1479650000000000000,Directed
900061834694205000,65404057,Directed
900061834694205000,740142000000000000,Directed
900061834694205000,1590220000000000000,Directed
900061834694205000,4033282094,Directed
900061834694205000,1567820000000000000,Directed
900061834694205000,35887555,Directed
900061834694205000,1602950000000000000,Directed
900061834694205000,946738000000000000,Directed
900061834694205000,1276140000000000000,Directed
900061834694205000,234175906,Directed
900061834694205000,1509830000000000000,Directed
900061834694205000,1295550000000000000,Directed
900061834694205000,1598820000000000000,Directed
900061834694205000,1410100000000000000,Directed
900061834694205000,146799429,Directed
900061834694205000,859563000000000000,Directed
900061834694205000,1505890000000000000,Directed
900061834694205000,1343500000000000000,Directed
900061834694205000,1527930000000000000,Directed
900061834694205000,1290590000000000000,Directed
900061834694205000,300868806,Directed
900061834694205000,1464190000000000000,Directed
900061834694205000,4172557865,Directed
900061834694205000,2424301632,Directed
900061834694205000,1568470000000000000,Directed
900061834694205000,1520780000000000000,Directed
900061834694205000,3307900632,Directed
900061834694205000,1362230000000000000,Directed
900061834694205000,4153160533,Directed
900061834694205000,1582480000000000000,Directed
900061834694205000,1352390000000000000,Directed
900061834694205000,1493790000000000000,Directed
900061834694205000,583818606,Directed
900061834694205000,1574160000000000000,Directed
900061834694205000,1391140000000000000,Directed
900061834694205000,1455280000000000000,Directed
900061834694205000,1508450000000000000,Directed
900061834694205000,1532680000000000000,Directed
900061834694205000,1338720000000000000,Directed
900061834694205000,1580510000000000000,Directed
900061834694205000,20146534,Directed
900061834694205000,1077520000000000000,Directed
900061834694205000,1159760000000000000,Directed
900061834694205000,1451630000000000000,Directed
900061834694205000,1549220000000000000,Directed
900061834694205000,1543640000000000000,Directed
900061834694205000,1411380000000000000,Directed
900061834694205000,1565990000000000000,Directed
900061834694205000,1551640000000000000,Directed
900061834694205000,1570490000000000000,Directed
900061834694205000,1394520000000000000,Directed
900061834694205000,1570290000000000000,Directed
900061834694205000,1193860000000000000,Directed
900061834694205000,1503990000000000000,Directed
900061834694205000,1149740000000000000,Directed
900061834694205000,1253150000000000000,Directed
900061834694205000,1554150000000000000,Directed
900061834694205000,1553370000000000000,Directed
900061834694205000,870896000000000000,Directed
900061834694205000,1245160000000000000,Directed
946030419102724000,1525030000000000000,Directed
946030419102724000,1237580000000000000,Directed
946030419102724000,1411150000000000000,Directed
946030419102724000,1432540000000000000,Directed
946030419102724000,1558510000000000000,Directed
946030419102724000,1573850000000000000,Directed
946030419102724000,2294285688,Directed
946030419102724000,1287190000000000000,Directed
946030419102724000,1521790000000000000,Directed
946030419102724000,251136022,Directed
946030419102724000,1136300000000000000,Directed
946030419102724000,4788029983,Directed
946030419102724000,850427000000000000,Directed
946030419102724000,1438850000000000000,Directed
946030419102724000,1433140000000000000,Directed
946030419102724000,327854992,Directed
946030419102724000,1211710000000000000,Directed
946030419102724000,60265086,Directed
946030419102724000,1408360000000000000,Directed
946030419102724000,1389930000000000000,Directed
946030419102724000,1952105174,Directed
946030419102724000,56022182,Directed
946030419102724000,921463000000000000,Directed
946030419102724000,1337310000000000000,Directed
946030419102724000,1319240000000000000,Directed
946030419102724000,1122020000000000000,Directed
946030419102724000,882596000000000000,Directed
946030419102724000,902219000000000000,Directed
946030419102724000,1239599671,Directed
946030419102724000,1203740000000000000,Directed
946030419102724000,899637000000000000,Directed
946030419102724000,1195590000000000000,Directed
946030419102724000,1275910000000000000,Directed
946030419102724000,1241990000000000000,Directed
946030419102724000,3905746033,Directed
946030419102724000,1243110000000000000,Directed
946030419102724000,2895391818,Directed
946030419102724000,990141000000000000,Directed
946030419102724000,4714895691,Directed
946030419102724000,1193220000000000000,Directed
946030419102724000,1071220000000000000,Directed
946030419102724000,784657000000000000,Directed
946030419102724000,1166780000000000000,Directed
946030419102724000,1138620000000000000,Directed
946030419102724000,1151840000000000000,Directed
946030419102724000,56962979,Directed
946030419102724000,3116204628,Directed
946030419102724000,1139180000000000000,Directed
946030419102724000,145675618,Directed
946030419102724000,1112950000000000000,Directed
946030419102724000,1095220000000000000,Directed
946030419102724000,1031450000000000000,Directed
946030419102724000,986671000000000000,Directed
946030419102724000,754339000000000000,Directed
946030419102724000,853777000000000000,Directed
946030419102724000,934724000000000000,Directed
946030419102724000,1610028210,Directed
946030419102724000,954739000000000000,Directed
946030419102724000,374997235,Directed
946030419102724000,3073271258,Directed
946030419102724000,947410000000000000,Directed
946030419102724000,945554000000000000,Directed
946030419102724000,72530058,Directed
946030419102724000,1182572203,Directed
946030419102724000,159073388,Directed
946030419102724000,915767000000000000,Directed
946030419102724000,946263000000000000,Directed
946030419102724000,3799827617,Directed
946030419102724000,768290628,Directed
946030419102724000,946252000000000000,Directed
946030419102724000,141135079,Directed
1349650610165970000,1213500000000000000,Directed
1349650610165970000,1374050000000000000,Directed
1349650610165970000,1360240000000000000,Directed
1349650610165970000,1580920000000000000,Directed
1349650610165970000,1501610000000000000,Directed
1349650610165970000,313914636,Directed
1349650610165970000,1414270000000000000,Directed
1349650610165970000,1244190000000000000,Directed
1349650610165970000,1366240000000000000,Directed
1349650610165970000,1433800000000000000,Directed
1349650610165970000,1501220000000000000,Directed
1349650610165970000,1511990000000000000,Directed
1349650610165970000,1507970000000000000,Directed
1349650610165970000,1388000000000000000,Directed
1349650610165970000,1554180000000000000,Directed
1349650610165970000,1148880000000000000,Directed
1349650610165970000,1504120000000000000,Directed
1349650610165970000,1441420000000000000,Directed
1349650610165970000,1589910000000000000,Directed
1349650610165970000,819176000000000000,Directed
1349650610165970000,821782000000000000,Directed
1349650610165970000,1296180000000000000,Directed
1349650610165970000,1613910000000000000,Directed
1349650610165970000,1207300000000000000,Directed
1349650610165970000,1598690000000000000,Directed
1349650610165970000,1601890000000000000,Directed
1349650610165970000,1601660000000000000,Directed
1349650610165970000,1598680000000000000,Directed
1349650610165970000,1597610000000000000,Directed
1349650610165970000,1376170000000000000,Directed
1349650610165970000,1595320000000000000,Directed
1349650610165970000,1594290000000000000,Directed
1349650610165970000,1593930000000000000,Directed
1349650610165970000,1593640000000000000,Directed
1349650610165970000,1584250000000000000,Directed
1349650610165970000,1581810000000000000,Directed
1349650610165970000,122554950,Directed
1349650610165970000,46122264,Directed
1349650610165970000,979619000000000000,Directed
1349650610165970000,1566120000000000000,Directed
1349650610165970000,1486660000000000000,Directed
1349650610165970000,1269150000000000000,Directed
1349650610165970000,1540030000000000000,Directed
1349650610165970000,1539810000000000000,Directed
1349650610165970000,1355210000000000000,Directed
1349650610165970000,1513000000000000000,Directed
1349650610165970000,74445844,Directed
1349650610165970000,786193000000000000,Directed
1349650610165970000,1525060000000000000,Directed
1349650610165970000,1450290000000000000,Directed
1349650610165970000,1459530000000000000,Directed
1349650610165970000,2332086721,Directed
1349650610165970000,1521990000000000000,Directed
1349650610165970000,1366590000000000000,Directed
1349650610165970000,1431290000000000000,Directed
1349650610165970000,1372910000000000000,Directed
1349650610165970000,1156850000000000000,Directed
1349650610165970000,962240000000000000,Directed
1349650610165970000,1485220000000000000,Directed
1349650610165970000,1519300000000000000,Directed
1349650610165970000,616894743,Directed
1349650610165970000,1329000000000000000,Directed
1349650610165970000,1482920000000000000,Directed
1349650610165970000,1505950000000000000,Directed
1349650610165970000,1502910000000000000,Directed
1349650610165970000,1399260000000000000,Directed
1349650610165970000,3129578029,Directed
1349650610165970000,1448930000000000000,Directed
1349650610165970000,4514151912,Directed
1349650610165970000,1478100000000000000,Directed
1349650610165970000,1490330000000000000,Directed
1349650610165970000,1504990000000000000,Directed
1349650610165970000,956125000000000000,Directed
1349650610165970000,1251190000000000000,Directed
1349650610165970000,1459560000000000000,Directed
1349650610165970000,1487030000000000000,Directed
1349650610165970000,1187250000000000000,Directed
1349650610165970000,1492110000000000000,Directed
1349650610165970000,1091990000000000000,Directed
1349650610165970000,1460910000000000000,Directed
1349650610165970000,32210500,Directed
1349650610165970000,583955627,Directed
1349650610165970000,1473720000000000000,Directed
1349650610165970000,1478740000000000000,Directed
1349650610165970000,1455410000000000000,Directed
1349650610165970000,952757000000000000,Directed
1349650610165970000,810362000000000000,Directed
1349650610165970000,1432230000000000000,Directed
1349650610165970000,296674431,Directed
1349650610165970000,1427900000000000000,Directed
1349650610165970000,1452640000000000000,Directed
1349650610165970000,1284770000000000000,Directed
1349650610165970000,1376790000000000000,Directed
1349650610165970000,1463320000000000000,Directed
1349650610165970000,1432720000000000000,Directed
1349650610165970000,1427180000000000000,Directed
1349650610165970000,1427540000000000000,Directed
1349650610165970000,1450850000000000000,Directed
1349650610165970000,449684689,Directed
1349650610165970000,1442820000000000000,Directed
1349650610165970000,1447600000000000000,Directed
1349650610165970000,1191370000000000000,Directed
1349650610165970000,1376400000000000000,Directed
1349650610165970000,1447430000000000000,Directed
1349650610165970000,1400400000000000000,Directed
1349650610165970000,1218890000000000000,Directed
1349650610165970000,1421370000000000000,Directed
1349650610165970000,2307870224,Directed
1349650610165970000,1183020000000000000,Directed
1349650610165970000,1213870000000000000,Directed
1349650610165970000,2616413827,Directed
1349650610165970000,1272530000000000000,Directed
1349650610165970000,1350390000000000000,Directed
1349650610165970000,1067730000000000000,Directed
1349650610165970000,2749213628,Directed
1349650610165970000,1361940000000000000,Directed
1349650610165970000,954218000000000000,Directed
1349650610165970000,992054000000000000,Directed
1349650610165970000,1213860000000000000,Directed
1349650610165970000,1375870000000000000,Directed
1349650610165970000,1276810000000000000,Directed
1349650610165970000,1427160000000000000,Directed
1349650610165970000,1357130000000000000,Directed
1349650610165970000,969454000000000000,Directed
1349650610165970000,1178860000000000000,Directed
1349650610165970000,1401870000000000000,Directed
1349650610165970000,1428670000000000000,Directed
1349650610165970000,1047810000000000000,Directed
1349650610165970000,1434040000000000000,Directed
1349650610165970000,1430850000000000000,Directed
1349650610165970000,1310450000000000000,Directed
1349650610165970000,1431130000000000000,Directed
1349650610165970000,1399570000000000000,Directed
1349650610165970000,923552000000000000,Directed
1349650610165970000,1110590000000000000,Directed
1349650610165970000,1055700000000000000,Directed
1349650610165970000,1394870000000000000,Directed
1349650610165970000,221966604,Directed
1349650610165970000,1418440000000000000,Directed
1349650610165970000,22609309,Directed
1349650610165970000,1413540000000000000,Directed
1349650610165970000,1409370000000000000,Directed
1349650610165970000,1414240000000000000,Directed
1349650610165970000,1251490000000000000,Directed
1349650610165970000,1404660000000000000,Directed
1349650610165970000,1157500000000000000,Directed
1349650610165970000,1370330000000000000,Directed
1349650610165970000,1245460000000000000,Directed
1349650610165970000,1243060000000000000,Directed
1349650610165970000,1319150000000000000,Directed
1445430724094340000,1544600000000000000,Directed
1445430724094340000,1012580000000000000,Directed
1445430724094340000,1553370000000000000,Directed
1445430724094340000,1178930000000000000,Directed
1445430724094340000,1629450000000000000,Directed
1445430724094340000,1629500000000000000,Directed
1445430724094340000,1592160000000000000,Directed
1445430724094340000,464453476,Directed
1445430724094340000,1538090000000000000,Directed
1445430724094340000,1479010000000000000,Directed
1445430724094340000,1225420000000000000,Directed
1445430724094340000,1535550000000000000,Directed
1445430724094340000,1532990000000000000,Directed
1445430724094340000,1095700000000000000,Directed
1445430724094340000,1502910000000000000,Directed
1445430724094340000,1494600000000000000,Directed
1445430724094340000,1350120000000000000,Directed
1445430724094340000,1351830000000000000,Directed
1237223422897220000,1478610000000000000,Directed
1237223422897220000,1315600000000000000,Directed
