Id,Label,name,friendsCount,followersCount
859735821309665000,Navneet8145,SONU,434,50
1459827846394880000,JumaNight,Night Juma,58,0
1635674173245620000,kunal_swai26668,Kunal Swain,20,0
1551882721546230000,xanda2002,Dr,1007,87
1635648562254990000,giridhar171760,Giridhar,402,5
1427237100789710000,ROHANDATE17,ROHAN DATE,131,16
766295815522492000,pg_sarin,Pragya,715,406
1635613361789440000,ShivamK7668940,Shivam Kahar,17,0
1537229455973740000,SuspendedSavy,ღ,23,3
1633316674156850000,Ashutosh89679,ashu,68,1
933372201197170000,Anonymo40894927,Twisted Mind,47,11
1303010075007620000,_sowhat____,lame dump,150,108
1632140601410950000,Muhseen_Abdoull,muhsin abdulhamid musa,50,3
1635527038416060000,sk9625955109,Sonu Kumar,25,1
1635527736562270000,RaviPra42160885,Ravi Prajapat,13,1
1609101756323230000,anirahmed024,SportsWOOD,234,5
2900373475,durgadsingh,Durga Dutt Singh,3869,410
1635009461440900000,iamsnurff,iamsnurff,248,5
1259044143092780000,srishtigargg,srishti,363,31370
883366500312260000,Sharmajikaputtr,Harshit Sharma,682,13381
774402015703302000,djfrankkie,vipin,537,12394
1340853221980550000,teawithtiwarii,shivangi tiwari⁷,383,14673
298497139,givemesamosa,manav,865,5423
1205659496053270000,Anushkanayakk,billi,1490,18995
3944425932,niquotein,nikhil,774,23321
59087197,kocharpulkit,Pulkit Kochar,658,9126
1349391696732110000,aashishsarda07,Chai-Shai,930,9758
1274334078628530000,clumsyninja0905,Elon Mast,1262,10694
1406087060495110000,almondhalwa,not sonam bajwa,642,34257
1154291628607010000,lordchuron,Jaskaran,984,7236
1223224870130960000,sadboihoursonly,the great depression,570,31100
1248686022197550000,babubisleriiiii,Laila,1599,2926
1177529461358480000,momoskhanehaibc,Peaky Balwinder,3092,4230
1256319795890400000,socialsiyappaa,Simmi,431,13955
1095270055498010000,SurtiChurti,Baba Yaga,712,5188
1160596127298670000,beyondankita,Ankita ♡,393,13655
1613883630098710000,bedimansix,Mansi bedi,23,0
1068040105644900000,SattvikMalghe,sattvik malghe,2934,70
2897385326,bolojaldi,Pankaj,4046,214
1369690141728460000,ka_V_ran,Karan,100,6
1637667670136060000,madhurimamyla08,madhurasridhar,35,1
1637538170010210000,aye_mamu,liza maybe,159,25
1563876578375130000,doremonkimaa,name,267,21
748818879091126000,HeroHeeraLal_,Sarthak,29,3
1637756076081680000,mngwevu_m19217,Nontobeko Mngwevu,284,16
1637030853384740000,Levi_IsBlessed_,Levi,205,4
1280707196876190000,SurajKamble1998,Suraj Kamble,352,40
3138333895,venkateshbanot5,venkey,1355,82
1568836859249440000,reetu_rl,reetu.rl,13,2
1459275682987450000,BinayakPanda,Binayak Panda,854,2
849786343349682000,Vatsanilanshu02,Nilanshu vatsa,28,9
1633872545870130000,thats_lokesh,Lokesh Pandey,35,0
922737340996448000,padhle_yaar,Shiv🔱,572,2421
3309967603,sanjaybhardwaz2,sanjay bhardwaz,286,42
841227279606902000,hassan_rizvi99,Hassan,881,890
1635996180214690000,sad__boi_hours,Sad_Statpadder,29,1
1488768974804300000,Thridham3,Thridham,81,3
1465789227669630000,mapirle,Fred Mapirle,1894,1865
1637461438452120000,allieshaa_,Alishaaaaaa,202,17
1512216093741710000,anshuman_arun,Anshuman Arun,553,47
1414192243221540000,raj616872,Raj,3979,315
1268916572321710000,Aditisoni0,Lily...🌼,570,268
1390503243734610000,hereyou23,ALI!,2937,307
1547782992998800000,ojjeskk,::,2617,122
1637351944355470000,deepss69,deeps,398,6
1583072061152310000,ShreyyaMishraa,🕊,218,252
1026049965217310000,hyolill,phoenix,1017,35
1475742676632750000,JaAnish789,harty7,599,16
1462093070959320000,pawarful_,Aayushi Pawar,373,209
1636122724056670000,Kya70924665Kyaw,Kyaw Kyaw Htun,327,4
1000311446738090000,homieskeepchill,Shubham Arora,195,11
1628046331062400000,tinuganesh,tinuganesh ganesh,912,17
716384642924871000,kunj_talwaria,Kunj Talwaria,513,19
1617387815486220000,aaasthaaaaaaaaa,Aastha Shukla,218,81
1429702425934400000,whois_rishab,ऋषभ,392,21
1536356337457560000,Optimus1098,the unsaid.words,127,7
1355008220025150000,Nitu65478011,Nitu,572,7
1305356628112280000,abhikhushai,Abhilasha,150,0
1275832705393890000,toxichaste00,rahool,39,1
1619282385287380000,Shah_arcastic,Maahi,981,66
793734678205370000,humorash,Ashru,335,1110
798796227814912000,VinayP011,Veer,1205,116
1620476434618930000,TigerShane4,Tiger Shane,79,6
1521622710069370000,_shutupNtweet,Sambhavi Misra,733,559
1598668376213440000,lustlouer,LusTLoveR®,2865,156
1610704623475600000,mfalisa149,Alisa Stewart,467,36
2993051432,ChittoorLokesh9,Lokesh Kumar Chittoor,769,12
1496530896781860000,vanshikapainu20,Vanshika Painuly,361,349
1637135066060190000,EchoJewels,echo jewels,158,8
