date,content,username,likes,views,hashtags,url
2023-01-13,"Let's celebrate the onset of warmer days and prosperity together and rejoice in the charm of traditions. Himalaya Wellness Company wishes you and your family a very happy Lohri, Pongal, and Makar Sankranti.

#HimalayaWellnessCompany #Lohri #Pongal #MakarSankranti https://t.co/TmUALL0AxR",HimalayaIndia,3,473,"['HimalayaWellnessCompany', 'Lohri', 'Pongal', 'MakarSankranti']",https://twitter.com/HimalayaIndia/status/1613847830019571712
2023-01-13,#Himalaya drives initiatives to enrich lives. We have signed an MoU with the Govt. of Karnataka to rejuvenate Makali's #Government Primary #School with state-of-the-art facilities. We will also support the maintenance of the premises for three years from the completion date. https://t.co/eYxCc3uiEL,HimalayaIndia,3,679,"['Himalaya', 'Government', 'School']",https://twitter.com/HimalayaIndia/status/1613762923679330305
2023-01-11,"Same product.
2 different pharmacies
2 different MRP !!!
@pharmeasyapp 
@HimalayaIndia https://t.co/FEt8jowJNi",PradeepKRKAR1,0,42,,https://twitter.com/PradeepKRKAR1/status/1613047793911988224
2023-01-10,"@KASHJTWITSS @HimalayaIndia Yes, i will thxji",Matinde19122360,1,43,,https://twitter.com/Matinde19122360/status/1612760880089018368
2023-01-10,@KASHJTWITSS @HimalayaIndia Unfortunately No,Matinde19122360,0,37,,https://twitter.com/Matinde19122360/status/1612683691612082177
2023-01-10,@Matinde19122360 @HimalayaIndia Any update !!,KASHJTWITSS,0,34,,https://twitter.com/KASHJTWITSS/status/1612661336634445824
2023-01-06,@HimalayaIndia https://t.co/H8SWaujS3c,Ankitkatare09,0,20,,https://twitter.com/Ankitkatare09/status/1611393245078257665
2023-01-06,@HimalayaIndia https://t.co/CBH39U43Xm,Ankitkatare09,1,9,,https://twitter.com/Ankitkatare09/status/1611215834650914818
2023-01-04,"@theliverdr @Pran10000 Alarming to see that @HimalayaIndia doesn't respond scientifically to such serious debunking. 

Shame on @PMOIndia to let @CDSCO_INDIA_INF and @moayush ""approve"" such supplements on market ""without proven science"".
https://t.co/Q3RUrRKBi9

Shame on @amazonIN to allow their sales.",tushain,0,27,,https://twitter.com/tushain/status/1610542059152343042
2023-01-03,"@HimalayaIndia ma świetne pasty bez fluoru, polecam:) szkoda, że nie mają (albo u nas na rynku nie ma) płynów do płukania jamy ustnej bez fluoru.",severiaan,0,29,,https://twitter.com/severiaan/status/1610333909912375297
2023-01-03,"Dept. of Pharm. Chemistry @McopsM organized its second guest lecture of 2022 online on 19-Dec-2022. Dr. Prakash NS, Principal Scientist - R&amp;D @HimalayaIndia delivered the guest lecture on “Analysis of Herbal Ingredients and products-Opportunities and its challenges”. https://t.co/bZzfC4UgrH",McopsM,2,140,,https://twitter.com/McopsM/status/1610237401028521984
2023-01-03,"@EduMinOfIndia @HimalayaIndia @dpradhanbjp Respected education minister, request you to take action against these book printers. It is not ok to publicize pimple free products btwn children, it shatters their confidence every time they study. https://t.co/ey0nJDFQUj",HemanthSharma11,0,47,,https://twitter.com/HemanthSharma11/status/1610119187116228609
2023-01-02,@dhaval351 @Pampers @Flipkart @jagograhakjago @Huggies Yupp... @HimalayaIndia is also far better. Jis din order kia available nahi thaa...,gourav00111,0,25,,https://twitter.com/gourav00111/status/1609924314572427266
2023-01-02,"@HimalayaIndia Your Liv 52 tablet contains some sand like substance which feels in teeth when chewed. Please clarify why it is so.. i thought it would be in one bottle, but every bottle more or less same.",kishnpalchauhan,0,62,,https://twitter.com/kishnpalchauhan/status/1609829875262828547
